passage_id,node_id,numChildren,label,edge_id,terminal,parent_id,parent_type,parent_edge_id,refined_type,text,text_reduced,text_reduced1
59,1.62,1,D,1.55->1.62,not,1.55,FN,1.1->1.55,negation,[A IMPLICIT] [A [E Such] [E a] [C leak] ] [D could] [D not] [F be] [P patched],[A][A][D][D][F][P],AADDP
59,1.74,1,D,1.68->1.74,half,1.68,FN,1.1->1.68,quantity,[A [E its] [E paddle] [C wheels] ] [D half] [P swamped] ... [A* Scotia],[A][D][P][A*,ADPA*
59,1.82,2,D,1.77->1.82,no choice,1.77,FN,1.1->1.77,description,[A [E the] [C Scotia] ] [F had] [D no choice] [F but] [F to] [P continue] [A [E its] [C voyage] ],[A][F][D][F][F][P][A],ADPA
60,1.7,1,D,1.2->1.7,proceeded,1.2,FN,1.1->1.2,support,"[A [E The] [C engineers] ] ... [D proceeded] [F to] [P inspect] [A [E the] [C Scotia] [U ,] [E [A* Scotia] [R which] [F had] [F been] [P put] [A [R in] [E dry] [C dock] ] ] ]",[A][D][F][P][A],ADPA
60,1.26,1,D,1.24->1.26,could,1.24,FN,1.1->1.24,mood,[A They] [D could] [D n't] [P believe] [A [E their] [C eyes] ],[A][D][D][P][A],ADDPA
60,1.27,1,D,1.24->1.27,n't,1.24,FN,1.1->1.24,negation,[A They] [D could] [D n't] [P believe] [A [E their] [C eyes] ],[A][D][D][P][A],ADDPA
60,1.75,2,D,1.64->1.75,[E so] [C perfectly],1.64,FN,1.1->1.64,description,[A [E This] [C breach] [E [R in] [E the] [E sheet] [C iron] ] ] [F was] [D [E so] [C perfectly] ] [P formed],[A][F][D][P],ADP
60,1.84,1,D,1.80->1.84,could,1.8,FN,1.1->1.80,mood,[A [E no] [C punch] ] [D could] [F have] [P done] [A [E a] [E cleaner] [C job] ] [A [R of] [C it] ],[A][D][F][P][A][A],ADPAA
60,1.99,1,D,1.97->1.99,must,1.97,FN,1.1->1.97,mood,[A it] [D must] [F have] [F been] [P produced] [A [R by] [E a] [E perforating] [C tool] [E [A* tool] [R of] [D uncommon] [S toughness] ] ],[A][D][F][F][P][A],ADPA
60,1.11,1,D,1.108->1.110,uncommon,1.108,FN,1.103->1.108,description,[A* tool] [R of] [D uncommon] [S toughness],[A*][R][D][S],A*DS
60,1.143,1,D,1.138->1.143,needed,1.138,FN,1.1->1.138,description,[A [E this] [C tool] ] [F had] [D needed] [F to] [P withdraw] [A itself] [A [R by] [E a] [E backward] [C motion] [E [A IMPLICIT] [A* motion] [G truly] [P inexplicable] [U .] ] ],[A][F][D][F][P][A][A],ADPAA
61,1.2,2,D,1.14->1.20,all over,1.14,FN,1.11->1.14,degree,[R in] [P arousing] [A [E public] [C passions] ] [D all over] [T again],[R][P][A][D][T],PAD
61,1.59,2,D,1.54->1.59,had to,1.54,FN,1.1->1.54,mood,"[A [E This] [E outrageous] [C animal] ] [D had to] [P shoulder] [A [C responsibility] [E [R for] [E all] [E derelict] [C vessels] [U ,] [E [A* vessels] [R whose] [A numbers] [F are] [G unfortunately] [S considerable] ] ] ]",[A][D][P][A],ADPA
61,1.111,1,D,1.110->1.111,supposedly,1.11,FN,1.101->1.110,mood,[A* [C [E steam] ... [C* ships] ] [N or] [C [E sailing] [C ships] ] ] [D supposedly] [P lost] [A [R with] [C all hands] ],[A*][D][P][A],A*DPA
62,1.35,1,D,1.23->1.35,become,1.23,FN,1.1->1.23,support,"[G thanks to it] [U ,] [A [A IMPLICIT] [P travel] [A [R between] [E the] [E various] [C continents] ] ] [F had] [D become] [D [C more] [N and] [C more] ] [S dangerous]",[G][U][A][F][D][D][S],ADDS
62,1.36,3,D,1.23->1.36,[C more] [N and] [C more],1.23,FN,1.1->1.23,comparative,"[G thanks to it] [U ,] [A [A IMPLICIT] [P travel] [A [R between] [E the] [E various] [C continents] ] ] [F had] [D become] [D [C more] [N and] [C more] ] [S dangerous]",[G][U][A][F][D][D][S],ADDS
62,1.5,2,D,1.48->1.50,straight out,1.48,FN,1.1->1.48,description,"[A* public] [P demanded] [D straight out] [A [A IMPLICIT] [R that] [U ,] [D [R at] [E all] [C cost] ] [U ,] [A [E the] [C seas] ] [F be] [P purged] [A [R of] [E this] [E [P fearsome] [A* cetacean] ] [C cetacean] [U .] ] ]",[A*][P][D][A],A*PDA
62,1.55,3,D,1.51->1.55,[R at] [E all] [C cost],1.51,FN,1.48->1.51,degree,"[A IMPLICIT] [R that] [U ,] [D [R at] [E all] [C cost] ] [U ,] [A [E the] [C seas] ] [F be] [P purged] [A [R of] [E this] [E [P fearsome] [A* cetacean] ] [C cetacean] [U .] ]",[A][R][U][D][U][A][F][P][A],ADAPA
286,1.14,1,D,1.130->1.140,busy,1.13,FN,1.1->1.130,description,"[T [R In] [E the] [C meantime] ] ... [A I] [F was] [D busy] [P classifying] [A [E my] [E [C mineralogical] [U ,] [C botanical] [U ,] [N and] [C zoological] ] [C treasures] ]",[T][A][F][D][P][A],ADPA
287,1.5,1,D,1.2->1.5,perfectly,1.2,FN,1.1->1.2,degree,"[A I] [F was] [D perfectly] [S abreast] [A [R of] [E this] [C question] [U ,] [E [A* question] [R which] [S was] [A [E the] [E big] [C news] [E [R of] [E the] [C day] ] ] ] ]",[A][F][D][S][A],ADSA
287,1.26,1,D,1.25->1.26,how,1.25,FN,1.1->1.25,degree,[D how] [S could] [A I] [D not] [F have] [F been],[D][S][A][D][F][F,DSAD
287,1.29,1,D,1.25->1.29,not,1.25,FN,1.1->1.25,negation,[D how] [S could] [A I] [D not] [F have] [F been],[D][S][A][D][F][F,DSAD
287,1.63,1,D,1.62->1.63,Finding,1.62,FN,1.1->1.62,description,"[D Finding] [A it] [S impossible] [A [F to] [P form] [A [E any] [C views] ] [U ,] [A* I] ] [A* I]",[D][A][S][A][A*,DASAA*
288,1.43,2,D,1.42->1.43,not quite,1.42,FN,1.39->1.42,negation,[A* people] [D not quite] [S in their right minds],[A*][D][S],A*DS
288,1.47,1,D,1.20->1.47,completely,1.2,FN,1.1->1.20,degree,"[A [E The] [C hypothesis] [E [R of] [C [C [E a] [E drifting] [C islet] ] [N or] [C [R* of] [E an] [E elusive] [C reef] ] ] ] [U ,] [E [A* hypothesis] [P put forward] [A [R by] [C people] [E [A* people] [D not quite] [S in their right minds] ] ] ] ] [U ,] [F was] [D completely] [P eliminated]",[A][U][F][D][P],ADP
288,1.68,1,D,1.67->1.68,how,1.67,FN,1.1->1.67,description,[D how] [D could] [A it] [P move about] [A [R with] [E such] [E prodigious] [C speed] [U ?] ],[D][D][A][P][A],DDAPA
288,1.69,1,D,1.67->1.69,could,1.67,FN,1.1->1.67,mood,[D how] [D could] [A it] [P move about] [A [R with] [E such] [E prodigious] [C speed] [U ?] ],[D][D][A][P][A],DDAPA
290,1.5,1,D,1.4->1.5,only,1.4,FN,1.3->1.4,degree,[D only] [D two] [D possible] [P solutions] [A [R to] [E the] [C question] ],[D][D][D][P][A],DDDPA
290,1.6,1,D,1.4->1.6,two,1.4,FN,1.3->1.4,quantity,[D only] [D two] [D possible] [P solutions] [A [R to] [E the] [C question] ],[D][D][D][P][A],DDDPA
290,1.7,1,D,1.4->1.7,possible,1.4,FN,1.3->1.4,mood,[D only] [D two] [D possible] [P solutions] [A [R to] [E the] [C question] ],[D][D][D][P][A],DDDPA
290,1.43,1,D,1.38->1.43,colossal,1.38,FN,1.35->1.38,degree,[A [E a] [C monster] ] [R of] [D colossal] [S strength],[A][R][D][S],ADS
290,1.64,1,D,1.55->1.64,tremendous,1.55,FN,1.52->1.55,degree,"[A [E an] [U ""] [E underwater] [C boat] ] [U ""] [R of] [D tremendous] [D motor] [S power] [U .]",[A][U][R][D][D][S][U,ADDS
290,1.65,1,D,1.55->1.65,motor,1.55,FN,1.52->1.55,description,"[A [E an] [U ""] [E underwater] [C boat] ] [U ""] [R of] [D tremendous] [D motor] [S power] [U .]",[A][U][R][D][D][S][U,ADDS
291,1.12,1,D,1.5->1.12,completely,1.5,FN,1.1->1.5,degree,[A IMPLICIT] [A [E the] [E latter] [C hypothesis] ] [F was] [D completely] [P admissible],[A][A][F][D][P],AADP
291,1.17,1,D,1.15->1.17,could,1.15,FN,1.1->1.15,mood,[A it] [D could] [D n't] [P stand up] [A [R to] [C inquiries] [E [A IMPLICIT] [A* inquiries] [P conducted] [A [R in] [E both] [C [C [E the] [E New] [C World] ] [N and] [C [C* World] [E the] [E Old] ] ] ] ] ],[A][D][D][P][A],ADDPA
291,1.18,1,D,1.15->1.18,n't,1.15,FN,1.1->1.15,negation,[A it] [D could] [D n't] [P stand up] [A [R to] [C inquiries] [E [A IMPLICIT] [A* inquiries] [P conducted] [A [R in] [E both] [C [C [E the] [E New] [C World] ] [N and] [C [C* World] [E the] [E Old] ] ] ] ] ],[A][D][D][P][A],ADDPA
291,1.53,2,D,1.39->1.53,[C less] [R than],1.39,FN,1.1->1.39,comparative,[A [R That] [A [E a] [E private] [C individual] ] [F had] [A [E such] [E a] [C mechanism] ] [S at his disposal] ] [F was] [D [C less] [R than] ] [S probable],[A][F][D][S],ADS
291,1.71,1,D,1.69->1.71,could,1.69,FN,1.1->1.69,mood,[A how] [D could] [A he] [F have] [P built] [A it] [A [R in] [C secret] [U ?] ],[A][D][A][F][P][A][A],ADAPAA
292,1.7,1,D,1.2->1.7,could,1.2,FN,1.1->1.2,mood,[A [E Only] [E some] [C government] ] [D could] [S own] [A [E such] [E an] [C engine] [E [R of] [C destruction] ] ],[A][D][S][A],ADSA
292,1.67,1,D,1.63->1.67,could,1.63,FN,1.49->1.63,mood,[A [E some] [C nation] ] [D could] [F have] [F been] [P testing] [A [E such] [E a] [E fearsome] [C machine] ],[A][D][F][F][P][A],ADPA
292,1.105,2,D,1.103->1.105,[R in] [C turn],1.103,FN,1.96->1.103,description,[A* ram] [R which] [D [R in] [C turn] ] [D will] [P lead] [A [R to] [A [E the] [C world] ] [P putting its foot down] ],[A*][R][D][D][P][A],A*DDPA
292,1.108,1,D,1.103->1.108,will,1.103,FN,1.96->1.103,aspectual,[A* ram] [R which] [D [R in] [C turn] ] [D will] [P lead] [A [R to] [A [E the] [C world] ] [P putting its foot down] ],[A*][R][D][D][P][A],A*DDPA
292,1.126,1,D,1.123->1.126,will,1.123,FN,1.120->1.123,aspectual,[P IMPLICIT] [A it] [D will] [U .],[P][A][D][U,PAD
293,1.2,1,D,1.19->1.20,formal,1.19,FN,1.13->1.19,description,[D formal] [P denials] [A [R from] [E the] [E various] [C governments] ],[D][P][A],DPA
293,1.34,1,D,1.30->1.34,public,1.3,FN,1.29->1.30,description,[A IMPLICIT] [P [E the] ... [C interest] ] [D public],[A][P][D],APD
293,1.42,1,D,1.40->1.42,transoceanic,1.4,FN,1.39->1.40,description,[A IMPLICIT] [D transoceanic] [P travel],[A][D][P],ADP
293,1.57,1,D,1.47->1.57,could,1.47,FN,1.1->1.47,mood,[A IMPLICIT] [A [S [E the] [C sincerity] ] [A [R of] [E these] [C governments] ] ] [D could] [D not] [F be] [P doubted],[A][A][D][D][F][P],AADDP
293,1.58,1,D,1.47->1.58,not,1.47,FN,1.1->1.47,negation,[A IMPLICIT] [A [S [E the] [C sincerity] ] [A [R of] [E these] [C governments] ] ] [D could] [D not] [F be] [P doubted],[A][A][D][D][F][P],AADDP
293,1.65,1,D,1.64->1.65,how,1.64,FN,1.1->1.64,description,[D how] [D could] [A [P [E the] [C assembly] ] [A [R of] [E this] [E underwater] [C boat] ] ] [F have] [P escaped] [A [A IMPLICIT] [D public] [P notice] ],[D][D][A][F][P][A],DDAPA
293,1.66,1,D,1.64->1.66,could,1.64,FN,1.1->1.64,mood,[D how] [D could] [A [P [E the] [C assembly] ] [A [R of] [E this] [E underwater] [C boat] ] ] [F have] [P escaped] [A [A IMPLICIT] [D public] [P notice] ],[D][D][A][F][P][A],DDAPA
293,1.8,1,D,1.78->1.80,public,1.78,FN,1.64->1.78,description,[A IMPLICIT] [D public] [P notice],[A][D][P],ADP
293,1.94,1,D,1.83->1.94,would,1.83,FN,1.1->1.83,mood,[A [A IMPLICIT] [P Keeping] [A [E a] [C secret] ] [A [R under] [E such] [C circumstances] ] ] [D would] [F be] [S difficult] [D enough] [A [R for] [E an] [C individual] ],[A][D][F][S][D][A],ADSDA
293,1.97,1,D,1.83->1.97,enough,1.83,FN,1.1->1.83,degree,[A [A IMPLICIT] [P Keeping] [A [E a] [C secret] ] [A [R under] [E such] [C circumstances] ] ] [D would] [F be] [S difficult] [D enough] [A [R for] [E an] [C individual] ],[A][D][F][S][D][A],ADSDA
293,1.12,1,D,1.111->1.120,constant,1.111,FN,1.107->1.111,frequency,[A* nation] [R whose] [A [E every] [C [A* nation] [P move] ] ] [F is] [P [R under] ... [C surveillance] ] [D constant] ... [A [R by] [E rival] [C powers] [U .] ],[A*][R][A][F][P][D][A],A*APDA
294,1.49,1,D,1.37->1.49,ultimately,1.37,FN,1.1->1.37,aspectual,[A IMPLICIT] [A [E [E the] [C hypothesis] [R of] ] [E an] [E underwater] [C Monitor] ] [F was] [D ultimately] [P rejected] [U .],[A][A][F][D][P][U,AADP
295,1.8,1,D,1.3->1.8,again,1.3,FN,1.1->1.3,frequency,[A [E the] [C monster] ] [P surfaced] [D again],[A][P][D],APD
295,1.33,1,D,1.27->1.33,got,1.27,FN,1.1->1.27,support,[A [E the] [E human] [C imagination] ] [T soon] [D got] [P caught up] [A [R in] [E the] [E most] [E ridiculous] [E ichthyological] [C fantasies] [U .] ],[A][T][D][P][A],ADPA
296,1.14,2,D,1.10->1.14,[C did me the honor] [R of],1.1,FN,1.1->1.10,description,[A [E several] [C people] ] [D [C did me the honor] [R of] ] [P consulting] [A me] [A [R on] [E the] [C phenomenon] [E [R in] [C question] ] ],[A][D][P][A][A],ADPAA
296,1.53,1,D,1.51->1.53,Well,1.51,FN,1.1->1.51,description,"[A IMPLICIT] [D Well] [P received] [A [R in] [E scholarly] [C circles] ] [U ,] [A* [E this] [C book] ]",[A][D][P][A][U][A*],ADPAA*
296,1.99,1,D,1.97->1.99,could,1.97,FN,1.1->1.97,mood,[A I] [D could] [P deny] [A [E the] [C reality] [E [R of] [E the] [C business] ] ],[A][D][P][A],ADPA
296,1.123,1,D,1.121->1.123,no,1.121,FN,1.118->1.121,negation,[A IMPLICIT] [D no] [P comment],[A][D][P],ADP
296,1.136,2,D,1.128->1.136,had to,1.128,FN,1.1->1.128,mood,"[T soon] [U ,] [A [E [P pinned to the wall] [U ,] [A* I] ] [C I] ] [D had to] [P explain myself] [D straight out]",[T][U][A][D][P][D],ADPD
296,1.138,2,D,1.128->1.138,straight out,1.128,FN,1.1->1.128,description,"[T soon] [U ,] [A [E [P pinned to the wall] [U ,] [A* I] ] [C I] ] [D had to] [P explain myself] [D straight out]",[T][U][A][D][P][D],ADPD
296,1.173,3,D,1.167->1.173,no matter what,1.167,FN,1.141->1.167,degree,[A* Pierre Aronnax] [F to] [P formulate] [A [E his] [C views] ] [D no matter what] [U .],[A*P][F][P][A][D][U,A*PPAD
297,1.9,1,D,1.7->1.9,could,1.7,FN,1.1->1.7,mood,[A I] [D could] [D no] [D longer] [P hold my tongue],[A][D][D][D][P],ADDDP
297,1.1,1,D,1.7->1.10,no,1.7,FN,1.1->1.7,negation,[A I] [D could] [D no] [D longer] [P hold my tongue],[A][D][D][D][P],ADDDP
297,1.11,1,D,1.7->1.11,longer,1.7,FN,1.1->1.7,aspectual,[A I] [D could] [D no] [D longer] [P hold my tongue],[A][D][D][D][P],ADDDP
297,1.16,1,D,1.14->1.16,let,1.14,FN,1.1->1.14,cause,[A I] [D let] [A it] [P wag],[A][D][A][P],ADAP
298,1.2,3,D,1.13->1.20,[C one] [R by] [C one],1.13,FN,1.4->1.13,description,[A IMPLICIT] [P examining] [A [E these] [E different] [C hypotheses] ] [D [C one] [R by] [C one] ],[A][P][A][D],APAD
298,1.28,1,D,1.25->1.28,forced,1.25,FN,1.4->1.25,description,[A we] [F are] [D forced] ... [F to] [P accept] [A [S [E the] [C existence] ] [A [R of] [E an] [E [D extremely] [S powerful] ... [A* animal] ] [E marine] [C animal] [U .] ] ],[A][F][D][F][P][A],ADPA
298,1.5,1,D,1.49->1.50,extremely,1.49,FN,1.45->1.49,degree,[D extremely] [S powerful] ... [A* animal],[D][S][A*,DSA*
299,1.18,1,D,1.7->1.18,totally,1.7,FN,1.6->1.7,degree,[A [E [E The] [E deepest] [C parts] [R of] ] [E the] [C ocean] ] [F are] [D totally] [S unknown] [A [R to] [C us] ],[A][F][D][S][A],ADSA
299,1.3,1,D,1.24->1.30,able,1.24,FN,1.6->1.24,mood,[A [E No] [C soundings] ] [F have] [F been] [D able] [F to] [P reach] [A them],[A][F][F][D][F][P][A],ADPA
299,1.9,1,D,1.87->1.90,almost,1.87,FN,1.6->1.87,degree,[A It] [F 's] [D almost] [D beyond] [P conjecture] [U .],[A][F][D][D][P][U,ADDP
299,1.91,1,D,1.87->1.91,beyond,1.87,FN,1.6->1.87,degree,[A It] [F 's] [D almost] [D beyond] [P conjecture] [U .],[A][F][D][D][P][U,ADDP
300,1.22,1,D,1.9->1.22,can,1.9,FN,1.6->1.9,mood,[A [E the] [C solution] [E [R to] [E this] [C problem] [E [A* problem] [P submitted] [A [R to] [C me] ] ] ] ] [D can] [P [C take the form] [R of] ] [A [E a] [C choice] [E [R between] [E two] [C alternatives] [U .] ] ],[A][D][P][A],ADPA
301,1.27,1,D,1.24->1.27,not,1.24,FN,1.6->1.24,negation,[P* know] [A* [E every] [C variety] [E [R of] [C creature] [E [A* creature] [P populating] [A [E our] [C planet] ] ] ] ] [A we] [F do] [D not] [U .],[P*][A*][A][F][D][U,P*A*AD
302,1.11,1,D,1.8->1.11,not,1.8,FN,1.5->1.8,negation,[A we] [F do] [D not] [P know] [A [E every] [C one] [E [R of] [C them] ] ],[A][F][D][P][A],ADPA
302,1.23,1,D,1.21->1.23,still,1.21,FN,1.5->1.21,aspectual,[A nature] [D still] [P keeps] [A [E ichthyological] [C secrets] ] [A [R from] [C us] ],[A][D][P][A][A],ADPAA
302,1.35,1,D,1.32->1.35,more,1.32,FN,1.5->1.32,comparative,[A nothing] [F is] [D more] [S admissible],[A][F][D][S],ADS
302,1.69,1,D,1.65->1.69,basically,1.65,FN,1.63->1.65,degree,[A* animals] [R with] [S [E a] ... [C constitution] ] [D basically] [U '] [D [E cast] [U -] [C iron] ] [U '],[A*][R][S][D][U][D][U,A*SDD
302,1.7,3,D,1.65->1.70,[E cast] [U -] [C iron],1.65,FN,1.63->1.65,description,[A* animals] [R with] [S [E a] ... [C constitution] ] [D basically] [U '] [D [E cast] [U -] [C iron] ] [U '],[A*][R][S][D][U][D][U,A*SDD
302,1.113,1,D,1.94->1.113,can,1.94,FN,1.77->1.94,mood,"[A* animals] [R which] [A [C [E some] [C development] [E [R or] [C other] ] ] [U ,] [C [E an] [C urge] ] [N or] [C [E a] [C whim] [E if you prefer] ] ] [U ,] [D can] [P bring] [A [R to] [E [E the] [E upper] [C level] [R of] ] [E the] [C ocean] ] [D [R for] [E long] [C intervals] [U .] ]",[A*][R][A][U][D][P][A][D],A*ADPAD
302,1.124,4,D,1.94->1.124,[R for] [E long] [C intervals] [U .],1.94,FN,1.77->1.94,frequency,"[A* animals] [R which] [A [C [E some] [C development] [E [R or] [C other] ] ] [U ,] [C [E an] [C urge] ] [N or] [C [E a] [C whim] [E if you prefer] ] ] [U ,] [D can] [P bring] [A [R to] [E [E the] [E upper] [C level] [R of] ] [E the] [C ocean] ] [D [R for] [E long] [C intervals] [U .] ]",[A*][R][A][U][D][P][A][D],A*ADPAD
303,1.27,1,D,1.25->1.27,must,1.25,FN,1.6->1.25,mood,[A we] [D must] [P look for] [A [E the] [C animal] [E [R in] [C question] ] ] [A [R among] [E those] [E marine] [C creatures] [E [A IMPLICIT] [A* creatures] [D already] [P cataloged] ] ],[A][D][P][A][A],ADPAA
303,1.42,1,D,1.40->1.42,already,1.4,FN,1.35->1.40,aspectual,[A IMPLICIT] [A* creatures] [D already] [P cataloged],[A][A*][D][P],AA*DP
303,1.52,3,D,1.46->1.52,[E would] [F be] [C inclined],1.46,FN,1.6->1.46,mood,[A [R in] [E this] [C event] ] [A I] [D [E would] [F be] [C inclined] ] [F to] [P accept] [A [S [E the] [C existence] ] [A [R of] [E a] [E giant] [C narwhale] [U .] ] ],[A][A][D][F][P][A],AADPA
304,1.19,1,D,1.7->1.19,often,1.7,FN,1.6->1.7,frequency,"[A [C [E The] [E common] [C narwhale] ] [U ,] [N or] [C [E* The] [E sea] [C unicorn] ] ] [U ,] [D often] [D reaches] [S [E a] [C length] ] [A [R of] [E sixty] [C feet] ]",[A][U][D][D][S][A],ADDSA
304,1.2,1,D,1.7->1.20,reaches,1.7,FN,1.6->1.7,support,"[A [C [E The] [E common] [C narwhale] ] [U ,] [N or] [C [E* The] [E sea] [C unicorn] ] ] [U ,] [D often] [D reaches] [S [E a] [C length] ] [A [R of] [E sixty] [C feet] ]",[A][U][D][D][S][A],ADDSA
304,1.83,1,D,1.81->1.83,would,1.81,FN,1.6->1.81,mood,"[A It] [D would] [S have] [A [C [E the] [C proportions] [E [A* proportions] [P determined] [A [R by] [E the] [C officers] [E [R of] [E the] [C Shannon] ] ] ] ] [U ,] [C [E the] [C instrument] [E [A* instrument] [S needed] [A [A IMPLICIT] [F to] [P perforate] [A [E the] [C Scotia] ] ] ] ] [U ,] [N and] [C [A* It] [S [E the] [C power] ] [A [F to] [P pierce] [A [E a] [E [C steamer] [R 's] ] [C hull] [U .] ] ] ] ]",[A][D][S][A],ADSA
305,1.85,3,D,1.79->1.85,[R with] [E invariable] [C success],1.79,FN,1.74->1.79,description,[A* whales] [R which] [A [E the] [C narwhale] ] [P attacks] [D [R with] [E invariable] [C success] ],[A*][R][A][P][D],A*APD
305,1.102,1,D,1.100->1.102,difficulty,1.1,FN,1.5->1.100,description,[A IMPLICIT] [P* wrenched] [D difficulty],[A][P*][D],AP*D
305,1.116,2,D,1.111->1.116,[C clean] [E [C* vessels] [R through] ],1.111,FN,1.108->1.111,description,[A* vessels] [R that] [A narwhales] [F have] [P pierced] [D [C clean] [E [C* vessels] [R through] ] ],[A*][R][A][F][P][D],A*APD
306,1.18,2,D,1.12->1.18,[E ten] [C times],1.12,FN,1.7->1.12,frequency,[A [E this] [C weapon] ] [F to] [F be] [D [E ten] [C times] ] [S stronger],[A][F][F][D][S],ADS
306,1.29,2,D,1.25->1.29,[E [E ten] [C times] ] [C more],1.25,FN,1.23->1.25,"degree,comparative",[A [E the] [C animal] ] [D [E [E ten] [C times] ] [C more] ] [S powerful],[A][D][S],ADS
306,1.7,1,D,1.67->1.70,just,1.67,FN,1.6->1.67,degree,[A you] [P get] [D just] [A [E the] [C collision] [E [A* collision] [A we] [P need] [A [A* collision] [F to] [P cause] [A [E the] [E [P specified] [A* catastrophe] ] [C catastrophe] [U .] ] ] ] ],[A][P][D][A],APDA
307,1.12,1,D,1.10->1.12,becomes,1.1,FN,1.5->1.10,support,[A information] [D becomes] [D more] [S abundant],[A][D][D][S],ADDS
307,1.13,1,D,1.10->1.13,more,1.1,FN,1.5->1.10,comparative,[A information] [D becomes] [D more] [S abundant],[A][D][D][S],ADDS
307,1.26,1,D,1.24->1.26,colossal,1.24,FN,1.19->1.24,degree,[A* unicorn] [R of] [D colossal] [S dimensions],[A*][R][D][S],A*DS
307,1.3,2,D,1.29->1.30,no longer,1.29,FN,1.5->1.29,"aspectual,negation",[A* unicorn] [D no longer] [S armed] [A [R with] [E a] [E mere] [C lance] ],[A*][D][S][A],A*DSA
307,1.72,1,D,1.62->1.72,would,1.62,FN,1.52->1.62,mood,[A* warships] [R whose] [A [C [E* warships] [C mass] ] [N and] [C [E* warships] [E motor] [C power] ] ] [A it] [D would] [P possess] [D simultaneously] [U .],[A*][R][A][A][D][P][D][U,A*AADPD
307,1.74,1,D,1.62->1.74,simultaneously,1.62,FN,1.52->1.62,description,[A* warships] [R whose] [A [C [E* warships] [C mass] ] [N and] [C [E* warships] [E motor] [C power] ] ] [A it] [D would] [P possess] [D simultaneously] [U .],[A*][R][A][A][D][P][D][U,A*AADPD
308,1.46,1,D,1.26->1.46,still,1.26,FN,1.6->1.26,aspectual,"[A which] ... [F is] [D still] [S possible] [U !] [U ""]",[A][F][D][S][U][U,ADS
309,1.2,1,D,1.18->1.20,could,1.18,FN,1.1->1.18,mood,[A I] [D could] ... [P* protect] [A* dignity],[A][D][P*][A*,ADP*A*
309,1.24,1,D,1.22->1.24,wanted,1.22,FN,1.1->1.22,mood,[A I] [D wanted] [F to] [P protect] [A [E my] [E professorial] [C dignity] ],[A][D][F][P][A],ADPA
309,1.33,1,D,1.32->1.33,not,1.32,FN,1.1->1.32,negation,"[A* I] [D not] [P lay ... open] [A myself] ... [A [R to] [P laughter] [A [R from] [E the] [C Americans] [U ,] [E [R who] [L when] [H [A they] [D do] [P laugh] ] [U ,] [H [A* they] [P laugh] [D raucously] ] ] ] ]",[A*][D][P][A][A],A*DPAA
309,1.49,1,D,1.47->1.49,do,1.47,FN,1.44->1.47,support,[A they] [D do] [P laugh],[A][D][P],ADP
309,1.54,1,D,1.52->1.54,raucously,1.52,FN,1.44->1.52,description,[A* they] [P laugh] [D raucously],[A*][P][D],A*PD
310,1.8,1,D,1.2->1.8,hotly,1.2,FN,1.1->1.2,description,[A IMPLICIT] [A [E My] [C article] ] [F was] [D hotly] [P debated],[A][A][F][D][P],AADP
310,1.17,2,D,1.13->1.17,fine old,1.13,FN,1.11->1.13,description,[A IMPLICIT] [P [E a] ... [C uproar] ] [D fine old],[A][P][D],APD
310,1.42,1,D,1.40->1.42,free,1.4,FN,1.32->1.40,description,[R for] [D free] [P play] [A [R of] [E the] [C imagination] ],[R][D][P][A],DPA
310,1.56,1,D,1.55->1.56,impressive,1.55,FN,1.49->1.55,description,[D impressive] [P visions] [A [R of] [E unearthly] [C creatures] ],[D][P][A],DPA
310,1.7,1,D,1.65->1.70,precisely,1.65,FN,1.1->1.65,degree,[A [E the] [C sea] ] [S is] [D precisely] [A [E their] [E best] [C medium] ],[A][S][D][A],ASDA
310,1.176,1,D,1.173->1.176,Why,1.173,FN,1.1->1.173,reason,[S IMPLICIT] [A IMPLICIT] [D Why] [D not],[S][A][D][D],SADD
310,1.177,1,D,1.173->1.177,not,1.173,FN,1.1->1.173,negation,[S IMPLICIT] [A IMPLICIT] [D Why] [D not],[S][A][D][D],SADD
310,1.226,1,D,1.222->1.226,gradually,1.222,FN,1.218->1.222,description,[A* mold] [R that] [A time] [F has] [D gradually] [D made] [S smaller],[A*][R][A][F][D][D][S],A*ADDS
310,1.227,1,D,1.222->1.227,made,1.222,FN,1.218->1.222,cause,[A* mold] [R that] [A time] [F has] [D gradually] [D made] [S smaller],[A*][R][A][F][D][D][S],A*ADDS
310,1.239,1,D,1.230->1.239,could,1.23,FN,1.1->1.230,mood,"[A [R With] [E its] [E [A IMPLICIT] [P untold] [A* depths] ] [C depths] ] [U ,] [D could] [D n't] [A [E the] [C sea] ... [E [E this] [C sea] [E [H [A* sea] [R that] [D never] [P changes] ] [L while] [H [A [E the] [E land] [C masses] ] [P undergo] [D almost] [A [E continuous] [C alteration] ] ] ] ] ] [P keep alive] [A [E such] [E huge] [C specimens] [E [R of] [C life] ] [E [R from] [E another] [C age] ] ] [U ,]",[A][U][D][D][A][P][A][U,ADDAPA
